date,open,high,low,close,volume,ROC,SMA,RSI,Real Upper Band,Real Middle Band,Real Lower Band
2023-07-26 14:00:00,334.135,335.703,333.793,334.913,1691440.0,-1.3752,335.89,45.2119,340.0526,335.89,331.7275
2023-07-26 14:15:00,334.963,335.484,334.173,334.464,965131.0,-1.8306,335.5782,43.6665,339.1441,335.5782,332.0123
2023-07-26 14:30:00,334.504,337.478,334.422,336.457,1896687.0,-0.8268,335.438,51.4243,338.6124,335.438,332.2635
2023-07-26 14:45:00,336.53,336.591,334.771,335.302,1352449.0,-1.5688,335.1708,47.439,337.2614,335.1708,333.0801
2023-07-26 15:00:00,335.277,335.893,333.324,334.255,1390232.0,-1.11,334.9832,44.1725,336.6531,334.9832,333.3132
2023-07-26 15:15:00,334.225,335.224,333.484,335.053,1432388.0,-0.1091,334.9648,47.0951,336.6233,334.9648,333.3064
2023-07-26 15:30:00,335.058,337.09,334.821,337.064,1920378.0,0.6152,335.0679,53.5462,336.9623,335.0679,333.1735
2023-07-26 15:45:00,337.079,337.3,335.829,337.218,3199612.0,1.1494,335.2595,53.9984,337.2091,335.2595,333.3099
2023-07-26 16:00:00,337.198,350.422,336.563,337.188,5857128.0,0.5835,335.3573,53.8908,337.4801,335.3573,333.2345
2023-07-26 16:15:00,337.059,349.913,336.717,337.168,37963.0,0.3175,335.4107,53.8156,337.6556,335.4107,333.1657
2023-07-26 16:30:00,337.138,337.17,334.073,336.55,19245.0,0.0833,335.4247,51.4783,337.6943,335.4247,333.155
2023-07-26 16:45:00,336.54,337.06,336.288,336.62,320457.0,0.113,335.4437,51.7282,337.7464,335.4437,333.1409
2023-07-26 17:00:00,336.619,336.991,336.438,336.949,16101.0,0.3299,335.499,52.928,337.889,335.499,333.1091
2023-07-26 17:15:00,336.89,337.14,336.587,336.909,11960.0,0.7732,335.6283,52.7602,338.0296,335.6283,333.227
2023-07-26 17:30:00,336.989,336.991,336.727,336.929,5139.0,0.7641,335.7561,52.8389,338.1487,335.7561,333.3634
2023-07-26 17:45:00,336.949,336.991,336.797,336.949,9205.0,0.7038,335.8738,52.9214,338.2579,335.8738,333.4897
2023-07-26 18:00:00,336.869,337.06,336.687,336.739,14049.0,0.5629,335.968,51.9169,338.3324,335.968,333.6037
2023-07-26 18:15:00,336.739,337.041,336.737,336.889,4886.0,0.7431,336.0923,52.5935,338.3746,336.0923,333.81
2023-07-26 18:30:00,336.889,337.05,336.787,336.979,7481.0,0.8904,336.241,53.0111,338.3401,336.241,334.1419
2023-07-26 18:45:00,336.949,337.06,336.947,337.039,5573.0,0.8419,336.3817,53.2998,338.29,336.3817,334.4734
2023-07-26 19:00:00,336.949,337.09,336.817,336.969,6126.0,0.6139,336.4845,52.9006,338.2836,336.4845,334.6854
2023-07-26 19:15:00,337.039,337.09,336.887,337.059,5581.0,0.7759,336.6142,53.3732,338.1696,336.6142,335.0589
2023-07-26 19:30:00,337.039,337.14,336.987,337.138,6311.0,0.2024,336.6483,53.8014,338.2181,336.6483,335.0785
2023-07-26 19:45:00,337.138,337.38,337.126,337.288,14264.0,0.5923,336.7476,54.6343,338.2119,336.7476,335.2833
2023-07-27 04:00:00,339.374,340.423,337.715,340.012,32226.0,1.7223,337.0354,66.2608,338.6791,337.0354,335.3918
2023-07-27 04:15:00,339.972,340.184,339.292,339.823,17733.0,1.4237,337.2739,65.0433,339.0745,337.2739,335.4734
2023-07-27 04:30:00,339.823,340.034,339.801,339.853,8922.0,0.8274,337.4134,65.1503,339.5313,337.4134,335.2955
2023-07-27 04:45:00,339.843,340.034,339.082,339.992,10934.0,0.8226,337.5521,65.6629,339.946,337.5521,335.1582
2023-07-27 05:00:00,339.992,340.264,339.93,340.042,16512.0,0.8464,337.6948,65.853,340.3145,337.6948,335.0751
2023-07-27 05:15:00,340.042,340.254,339.581,340.122,6075.0,0.8761,337.8425,66.1686,340.6529,337.8425,335.0321
2023-07-27 05:30:00,340.082,340.274,340.04,340.272,5563.0,1.1059,338.0286,66.7746,340.9622,338.0286,335.095
2023-07-27 05:45:00,340.232,340.284,339.471,339.693,6877.0,0.9129,338.1822,62.2444,341.1266,338.1822,335.2379
2023-07-27 06:00:00,339.783,339.795,339.332,339.793,3902.0,0.844,338.3244,62.7044,341.2914,338.3244,335.3575
2023-07-27 06:15:00,339.793,340.174,339.631,340.082,3397.0,0.9418,338.4831,64.0373,341.4696,338.4831,335.4966
2023-07-27 06:30:00,340.182,340.234,339.751,339.863,3712.0,0.8708,338.6298,62.2623,341.5846,338.6298,335.675
2023-07-27 06:45:00,339.883,340.164,339.86,340.052,6678.0,0.9209,338.785,63.1892,341.696,338.785,335.8739
2023-07-27 07:00:00,340.012,340.094,339.362,339.424,49709.0,0.7974,338.9192,58.1903,341.6844,338.9192,336.154
2023-07-27 07:15:00,339.384,339.505,339.082,339.274,34935.0,0.7079,339.0385,57.0554,341.6443,339.0385,336.4326
2023-07-27 07:30:00,339.274,339.795,339.272,339.763,21842.0,0.8262,339.1777,59.7492,341.621,339.1777,336.7343
2023-07-27 07:45:00,339.753,339.785,339.431,339.523,29913.0,0.737,339.3019,57.8737,341.5418,339.3019,337.0619
2023-07-27 08:00:00,339.893,340.783,337.056,339.204,153067.0,0.6633,339.4136,55.439,341.3835,339.4136,337.4437
2023-07-27 08:15:00,339.214,339.785,339.142,339.693,29546.0,0.7815,339.5453,58.2716,341.194,339.5453,337.8966
2023-07-27 08:30:00,339.643,339.765,339.072,339.224,52152.0,0.6187,339.6496,54.7575,340.889,339.6496,338.4102
2023-07-27 08:45:00,339.194,339.715,339.182,339.493,55242.0,0.6537,339.7599,56.3469,340.3739,339.7599,339.1458
2023-07-27 09:00:00,339.493,339.535,338.344,338.506,112510.0,-0.4429,339.6846,49.6149,340.4945,339.6846,338.8746
2023-07-27 09:15:00,338.58,339.885,338.483,339.643,86748.0,-0.053,339.6756,55.9907,340.4832,339.6756,338.8679
2023-07-27 09:30:00,339.763,340.254,338.074,339.813,3841111.0,-0.0118,339.6736,56.8501,340.4796,339.6736,338.8675
2023-07-27 09:45:00,339.843,340.613,337.286,337.323,2358514.0,-0.785,339.5401,43.695,340.8298,339.5401,338.2504
2023-07-27 10:00:00,337.333,337.539,335.719,336.061,2180328.0,-1.1707,339.3411,38.8935,341.3096,339.3411,337.3725
2023-07-27 10:15:00,336.031,336.442,333.873,333.965,1921927.0,-1.8102,339.0332,32.6257,342.0588,339.0332,336.0076
2023-07-27 10:30:00,333.935,334.596,333.574,334.404,1531608.0,-1.7245,338.7398,34.9373,342.316,338.7398,335.1636
2023-07-27 10:45:00,334.394,335.599,334.292,334.693,1567621.0,-1.4719,338.4898,36.4483,342.4436,338.4898,334.536
2023-07-27 11:00:00,334.723,336.292,334.721,335.562,1255435.0,-1.2452,338.2783,40.7999,342.3805,338.2783,334.176
2023-07-27 11:15:00,335.532,336.013,335.101,335.971,734105.0,-1.2088,338.0727,42.7423,342.2047,338.0727,333.9407
2023-07-27 11:30:00,335.961,336.542,335.46,335.741,832670.0,-1.2128,337.8666,41.928,342.0319,337.8666,333.7013
2023-07-27 11:45:00,335.701,335.763,334.113,334.604,888868.0,-1.6021,337.5942,38.1462,341.8635,337.5942,333.3249
2023-07-27 12:00:00,334.593,335.414,334.403,335.267,627447.0,-1.2247,337.3864,41.391,341.6837,337.3864,333.089
2023-07-27 12:15:00,335.292,335.773,334.495,335.701,666759.0,-1.0531,337.2077,43.4356,341.4733,337.2077,332.9421
2023-07-27 12:30:00,335.691,335.793,335.14,335.552,695308.0,-1.2394,336.9972,42.8948,341.1517,336.9972,332.8426
2023-07-27 12:45:00,335.572,335.753,334.572,334.878,555200.0,-1.3681,336.7649,40.4942,340.8474,336.7649,332.6824
2023-07-27 13:00:00,334.903,335.244,334.282,335.068,769078.0,-1.2193,336.5581,41.4663,340.5433,336.5581,332.5729
2023-07-27 13:15:00,335.043,335.164,332.905,332.968,1453449.0,-1.9797,336.2218,34.8439,340.2271,336.2218,332.2166
2023-07-27 13:30:00,332.957,333.368,331.818,333.257,1534584.0,-1.759,335.9235,36.3172,339.8784,335.9235,331.9686
2023-07-27 13:45:00,333.296,333.648,332.805,333.646,678581.0,-1.7223,335.6312,38.2942,339.3444,335.6312,331.9179
2023-07-27 14:00:00,333.656,333.897,331.635,331.795,1153780.0,-1.9825,335.2956,33.1411,339.1203,335.2956,331.4709
2023-07-27 14:15:00,331.76,332.57,331.239,331.401,1060412.0,-2.4267,334.8835,32.1711,338.517,334.8835,331.25
2023-07-27 14:30:00,331.386,331.891,330.55,331.43,1022493.0,-2.4669,334.4643,32.3245,337.6306,334.4643,331.2981
2023-07-27 14:45:00,331.45,331.881,330.45,330.453,999336.0,-2.0366,334.1208,29.9236,337.4581,334.1208,330.7836
2023-07-27 15:00:00,330.452,331.053,329.892,330.932,996219.0,-1.5262,333.8644,32.5106,337.3508,333.8644,330.378
2023-07-27 15:15:00,330.931,331.173,330.056,330.133,1097406.0,-1.1474,333.6728,30.5315,337.5187,333.6728,329.8269
2023-07-27 15:30:00,330.153,330.404,328.827,328.926,1948287.0,-1.6381,333.3989,27.8369,337.7452,333.3989,329.0526
2023-07-27 15:45:00,328.926,330.564,328.355,330.023,2943766.0,-1.3953,333.1654,33.4556,337.7059,333.1654,328.6249
2023-07-27 16:00:00,330.023,342.818,329.882,330.044,5966772.0,-1.6444,332.8895,33.5599,337.4843,332.8895,328.2947
2023-07-27 16:15:00,330.103,330.105,329.902,330.003,13767.0,-1.7763,332.5911,33.4522,337.1213,332.5911,328.0609
2023-07-27 16:30:00,330.003,330.025,329.802,329.944,16177.0,-1.7266,332.3012,33.2904,336.7289,332.3012,327.8736
2023-07-27 16:45:00,329.944,330.025,329.802,329.884,84845.0,-1.4106,332.0652,33.1189,336.4799,332.0652,327.6506
2023-07-27 17:00:00,337.059,344.771,318.623,329.714,9064.0,-1.6563,331.7876,32.6177,336.058,331.7876,327.5172
2023-07-27 17:15:00,329.724,329.726,329.552,329.574,11979.0,-1.8251,331.4812,32.1954,335.4534,331.4812,327.5091
2023-07-27 17:30:00,329.724,329.836,329.582,329.764,5277.0,-1.7249,331.1918,33.4268,334.7582,331.1918,327.6255
2023-07-27 17:45:00,329.764,335.683,329.702,329.804,8070.0,-1.5152,330.9382,33.6936,334.1207,330.9382,327.7556
2023-07-27 18:00:00,329.794,329.856,329.552,329.604,10457.0,-1.6307,330.6649,32.9975,333.2678,330.6649,328.0621
2023-07-27 18:15:00,329.614,329.756,329.502,329.684,8848.0,-0.9863,330.5008,33.5753,332.9088,330.5008,328.0927
2023-07-27 18:30:00,329.684,329.756,329.562,329.704,11431.0,-1.0661,330.3231,33.7257,332.392,330.3231,328.2542
2023-07-27 18:45:00,329.704,329.806,329.652,329.804,7548.0,-1.1515,330.131,34.5063,331.5375,330.131,328.7245
2023-07-27 19:00:00,329.754,329.806,329.602,329.644,9608.0,-0.6483,330.0235,33.8351,331.2174,330.0235,328.8295
2023-07-27 19:15:00,329.644,329.806,329.642,329.704,5985.0,-0.5121,329.9386,34.3393,330.9572,329.9386,328.92
2023-07-27 19:30:00,329.704,329.776,329.652,329.714,4895.0,-0.5178,329.8528,34.4269,330.61,329.8528,329.0956
2023-07-27 19:45:00,329.744,329.806,329.303,329.505,23231.0,-0.2869,329.8054,33.4447,330.5241,329.8054,329.0867
2023-07-28 04:00:00,332.299,332.799,329.932,332.558,12883.0,0.4913,329.8867,53.7393,331.2102,329.8867,328.5632
2023-07-28 04:15:00,332.418,332.799,331.798,332.009,7321.0,0.5683,329.9805,50.8068,331.5945,329.9805,328.3665
2023-07-28 04:30:00,331.929,332.4,331.927,332.089,2690.0,0.9616,330.1387,51.2151,331.9196,330.1387,328.3577
2023-07-28 04:45:00,332.169,332.4,332.167,332.269,1887.0,0.6806,330.251,52.1558,332.2575,330.251,328.2444
2023-07-28 05:00:00,332.289,332.291,331.997,332.269,2805.0,0.6742,330.3622,52.1558,332.5492,330.3622,328.1752
2023-07-28 05:15:00,332.179,332.3,332.177,332.289,5626.0,0.6927,330.4765,52.2691,332.8104,330.4765,328.1426
2023-07-28 05:30:00,332.279,332.6,332.077,332.488,5859.0,0.771,330.6037,53.4243,333.0806,330.6037,328.1268
2023-07-28 05:45:00,332.319,332.63,332.157,332.598,5463.0,0.8227,330.7394,54.0711,333.3381,330.7394,328.1407
2023-07-28 06:00:00,332.648,333.298,332.496,333.097,7765.0,1.026,330.9086,56.9273,333.6545,330.9086,328.1626
2023-07-28 06:15:00,333.147,333.278,332.915,333.007,1845.0,1.0416,331.0802,56.263,333.8992,331.0802,328.2612
2023-07-28 06:30:00,332.927,333.308,332.696,333.297,6246.0,1.0714,331.2569,57.9282,334.1652,331.2569,328.3485
2023-07-28 06:45:00,333.227,333.358,333.045,333.217,4272.0,1.0349,331.4275,57.2948,334.3751,331.4275,328.4799
2023-07-28 07:00:00,333.167,333.258,332.446,332.718,27961.0,0.9448,331.5832,53.4569,334.4571,331.5832,328.7093
2023-07-28 07:15:00,332.678,332.949,332.556,332.758,18298.0,0.9324,331.7369,53.7185,334.5153,331.7369,328.9585
2023-07-28 07:30:00,332.768,332.779,332.386,332.578,11836.0,0.8717,331.8806,52.3255,334.5172,331.8806,329.244
2023-07-28 07:45:00,332.578,332.799,332.506,332.668,12058.0,0.8684,332.0238,52.9674,334.4999,332.0238,329.5477
2023-07-28 08:00:00,333.167,333.297,330.021,332.478,66921.0,0.8597,332.1655,51.4286,334.3925,332.1655,329.9385
2023-07-28 08:15:00,332.547,332.899,332.207,332.798,62188.0,0.9384,332.3202,53.8077,334.252,332.3202,330.3884
2023-07-28 08:30:00,332.798,332.889,332.127,332.488,42419.0,0.8413,332.4589,51.2479,333.9762,332.4589,330.9416
2023-07-28 08:45:00,332.448,332.899,331.997,332.658,37469.0,0.9569,332.6165,52.5509,333.2989,332.6165,331.9342
2023-07-28 09:00:00,332.678,340.114,328.924,332.239,38189.0,-0.0959,332.6006,49.1432,333.3023,332.6006,331.8989
2023-07-28 09:15:00,332.289,333.109,332.227,333.077,44391.0,0.3217,332.654,55.2521,333.3296,332.654,331.9784
2023-07-28 09:30:00,332.967,334.955,332.466,334.494,3246115.0,0.7242,332.7742,63.1342,333.7802,332.7742,331.7683
2023-07-28 09:45:00,334.534,336.362,334.492,334.963,1951667.0,0.8108,332.9089,65.2658,334.2678,332.9089,331.5501
2023-07-28 10:00:00,335.013,336.741,334.976,335.731,1259923.0,1.0419,333.082,68.4139,334.8813,333.082,331.2828
2023-07-28 10:15:00,335.701,336.811,335.609,336.45,1075566.0,1.2522,333.2901,71.0037,335.572,333.2901,331.0082
2023-07-28 10:30:00,336.425,336.951,334.811,334.917,1130081.0,0.7306,333.4115,59.9683,335.7671,333.4115,331.056
2023-07-28 10:45:00,334.903,335.609,334.432,335.532,810440.0,0.8821,333.5582,62.4339,336.0542,333.5582,331.0623
2023-07-28 11:00:00,335.552,336.412,335.55,336.031,734730.0,0.8808,333.7049,64.3112,336.4112,333.7049,330.9987
2023-07-28 11:15:00,336.011,337.14,336.009,336.949,789730.0,1.1838,333.902,67.4602,336.9312,333.902,330.8729
2023-07-28 11:30:00,336.929,338.058,336.707,337.997,852761.0,1.4102,334.137,70.5798,337.635,334.137,330.6391
2023-07-28 11:45:00,337.977,339.296,337.765,338.535,1268872.0,1.596,334.4029,72.0288,338.3592,334.4029,330.4467
2023-07-28 12:00:00,338.456,338.547,337.356,338.044,868798.0,1.6008,334.6692,68.7746,338.8468,334.6692,330.4917
2023-07-28 12:15:00,338.007,338.537,337.665,338.501,578192.0,1.7259,334.9564,70.0982,339.3527,334.9564,330.5601
2023-07-28 12:30:00,338.496,338.527,337.994,338.047,447662.0,1.6444,335.2298,67.123,339.6804,335.2298,330.7793
2023-07-28 12:45:00,338.027,338.687,337.855,337.977,454696.0,1.5959,335.4953,66.6637,339.9363,335.4953,331.0543
2023-07-28 13:00:00,337.937,337.939,336.777,337.662,526750.0,1.5592,335.7545,64.5712,340.064,335.7545,331.445
2023-07-28 13:15:00,337.672,337.804,337.216,337.388,376811.0,1.3792,335.984,62.7672,340.1249,335.984,331.8431
2023-07-28 13:30:00,337.368,337.749,336.388,336.719,500990.0,1.2725,336.1956,58.5621,340.0206,336.1956,332.3705
2023-07-28 13:45:00,336.719,338.048,336.218,337.937,559577.0,1.5869,336.4595,63.277,339.9889,336.4595,332.9301
2023-07-28 14:00:00,337.897,338.328,337.635,337.839,487263.0,1.6855,336.7395,62.6731,339.733,336.7395,333.746
2023-07-28 14:15:00,337.857,338.328,337.675,338.156,318439.0,1.5249,336.9934,63.848,339.5275,336.9934,334.4594
2023-07-28 14:30:00,338.126,338.167,336.727,337.951,572508.0,1.0335,337.1663,62.5086,339.4545,337.1663,334.8781
2023-07-28 14:45:00,337.937,338.547,337.865,338.236,577080.0,0.9771,337.33,63.6253,339.4244,337.33,335.2355
2023-07-28 15:00:00,338.226,338.677,337.805,338.366,600791.0,0.7849,337.4617,64.1381,339.4668,337.4617,335.4566
2023-07-28 15:15:00,338.376,338.667,337.476,337.493,633924.0,0.31,337.5139,58.3252,339.4645,337.5139,335.5632
2023-07-28 15:30:00,337.518,338.198,337.246,337.568,689220.0,0.7915,337.6464,58.664,339.1913,337.6464,336.1015
2023-07-28 15:45:00,337.528,337.889,336.997,337.637,2014321.0,0.6274,337.7517,58.9869,338.9551,337.7517,336.5482
2023-07-28 16:00:00,337.637,338.415,336.787,337.238,7750485.0,0.3592,337.812,56.3096,338.7577,337.812,336.8663
2023-07-28 16:15:00,337.278,337.659,337.216,337.278,16938.0,0.0976,337.8285,56.5178,338.7236,337.8285,336.9333
2023-07-28 16:30:00,337.258,337.659,337.246,337.27,184649.0,-0.2151,337.7921,56.4612,338.7155,337.7921,336.8687
2023-07-28 16:45:00,337.288,337.29,337.236,337.258,2582.0,-0.3772,337.7282,56.3719,338.6132,337.7282,336.8433
2023-07-28 17:00:00,337.657,337.659,317.192,337.248,6323.0,-0.2355,337.6884,56.2939,338.5845,337.6884,336.7924
2023-07-28 17:15:00,337.248,337.659,337.066,337.188,144812.0,-0.3879,337.6228,55.8059,338.4617,337.6228,336.7839
2023-07-28 17:30:00,337.069,337.19,337.066,337.188,1383.0,-0.2541,337.5798,55.8059,338.4154,337.5798,336.7443
2023-07-28 17:45:00,337.188,337.29,337.086,337.238,5692.0,-0.2187,337.5429,56.1568,338.3703,337.5429,336.7155
2023-07-28 18:00:00,337.238,337.49,337.186,337.434,2571.0,-0.0675,337.5315,57.5477,338.3583,337.5315,336.7047
2023-07-28 18:15:00,337.408,337.49,337.336,337.388,4277.0,0.0,337.5315,57.1002,338.3583,337.5315,336.7047
2023-07-28 18:30:00,337.448,337.549,337.386,337.488,3576.0,0.2284,337.57,57.8503,338.3089,337.57,336.831
2023-07-28 18:45:00,337.458,337.599,337.456,337.528,1875.0,-0.121,337.5495,58.1583,338.2691,337.5495,336.8299
2023-07-28 19:00:00,337.458,337.579,337.456,337.568,1351.0,-0.0802,337.536,58.4777,338.2433,337.536,336.8286
2023-07-28 19:15:00,337.468,337.559,337.456,337.518,1478.0,-0.1887,337.5041,57.8962,338.1517,337.5041,336.8564
2023-07-28 19:30:00,337.518,337.659,337.505,337.657,1637.0,-0.087,337.4894,59.0868,338.1085,337.4894,336.8702
2023-07-28 19:45:00,337.627,337.659,337.286,337.378,7462.0,-0.2537,337.4465,55.7556,337.9631,337.4465,336.9298
2023-07-31 04:00:00,337.019,338.148,336.807,336.889,5695.0,-0.4365,337.3726,50.5026,337.7443,337.3726,337.0009
2023-07-31 04:15:00,336.889,336.931,336.388,336.47,2916.0,-0.3031,337.3215,46.5472,337.8578,337.3215,336.7851
2023-07-31 04:30:00,336.49,336.791,336.478,336.689,2451.0,-0.2604,337.2775,48.7553,337.8673,337.2775,336.6877
2023-07-31 04:45:00,336.629,336.881,336.577,336.839,4685.0,-0.2363,337.2376,50.2375,337.8326,337.2376,336.6426
2023-07-31 05:00:00,336.839,336.961,336.737,336.929,3585.0,-0.0916,337.2222,51.1302,337.8322,337.2222,336.6121
2023-07-31 05:15:00,336.909,336.921,336.687,336.699,3443.0,-0.1717,337.1932,48.7763,337.8435,337.1932,336.5429
2023-07-31 05:30:00,336.789,337.19,336.288,336.61,9220.0,-0.1957,337.1602,47.8785,337.8569,337.1602,336.4635
2023-07-31 05:45:00,336.52,336.701,336.388,336.63,1819.0,-0.1862,337.1288,48.1045,337.8608,337.1288,336.3968
2023-07-31 06:00:00,336.629,336.651,336.488,336.59,1188.0,-0.1951,337.0959,47.6694,337.8618,337.0959,336.33
2023-07-31 06:15:00,336.59,336.711,336.528,336.61,2429.0,-0.1714,337.067,47.9173,337.86,337.067,336.274
2023-07-31 06:30:00,336.56,336.641,336.168,336.29,4203.0,-0.2663,337.0221,44.3766,337.8815,337.0221,336.1627
2023-07-31 06:45:00,336.26,336.571,335.929,336.55,3154.0,-0.204,336.9877,47.6829,337.8647,336.9877,336.1107
2023-07-31 07:00:00,336.619,336.791,336.258,336.44,16182.0,-0.2946,336.938,46.4532,337.8208,336.938,336.0552
2023-07-31 07:15:00,336.44,336.621,336.128,336.62,15787.0,-0.2276,336.8996,48.7307,337.7675,336.8996,336.0317
2023-07-31 07:30:00,336.59,336.811,336.518,336.789,13365.0,-0.2071,336.8646,50.7988,337.6902,336.8646,336.0391
2023-07-31 07:45:00,336.789,337.46,336.787,337.458,12993.0,-0.0207,336.8611,57.879,337.6759,336.8611,336.0464
2023-07-31 08:00:00,336.55,338.108,336.238,337.188,34194.0,-0.1126,336.8421,54.5445,337.6063,336.8421,336.078
2023-07-31 08:15:00,337.188,337.3,336.827,337.039,17130.0,-0.1419,336.8182,52.7782,337.5239,336.8182,336.1125
2023-07-31 08:30:00,337.039,337.4,336.927,337.248,15929.0,-0.1211,336.7977,54.933,337.4243,336.7977,336.1712
2023-07-31 08:45:00,337.188,337.49,337.146,337.178,11087.0,-0.0593,336.7877,54.0632,337.3825,336.7877,336.193
2023-07-31 09:00:00,337.188,337.19,336.478,336.57,21227.0,-0.0947,336.7718,47.2268,337.3719,336.7718,336.1717
2023-07-31 09:15:00,336.6,336.891,335.17,336.111,51734.0,-0.1067,336.7538,42.9144,337.408,336.7538,336.0997
2023-07-31 09:30:00,336.21,336.986,335.051,335.682,1912374.0,-0.2991,336.7035,39.3769,337.5077,336.7035,335.8993
2023-07-31 09:45:00,335.671,336.641,333.075,333.671,1555100.0,-0.9405,336.5451,27.9915,338.0885,336.5451,335.0017
2023-07-31 10:00:00,333.681,334.526,332.656,334.354,1474332.0,-0.7643,336.4163,34.7376,338.2181,336.4163,334.6146
2023-07-31 10:15:00,334.364,334.546,333.454,334.135,825608.0,-0.7615,336.2881,33.6729,338.3389,336.2881,334.2374
2023-07-31 10:30:00,334.155,334.366,333.195,334.135,730582.0,-0.7353,336.1644,33.6729,338.4118,336.1644,333.917
2023-07-31 10:45:00,334.174,335.085,333.743,334.743,860243.0,-0.5606,336.07,39.3879,338.3886,336.07,333.7515
2023-07-31 11:00:00,334.733,335.637,334.691,335.003,664996.0,-0.4715,335.9907,41.6511,338.3411,335.9907,333.6403
2023-07-31 11:15:00,335.023,336.242,333.813,333.865,769230.0,-0.8155,335.8534,35.5377,338.3586,335.8534,333.3483
2023-07-31 11:30:00,333.885,334.097,333.125,333.426,855936.0,-0.8516,335.7102,33.5387,338.4185,335.7102,333.002
2023-07-31 11:45:00,333.426,334.077,332.935,333.634,732190.0,-0.8664,335.5644,35.3523,338.3877,335.5644,332.7412
2023-07-31 12:00:00,333.636,334.032,333.564,333.825,508451.0,-0.7773,335.4337,37.0137,338.324,335.4337,332.5434
2023-07-31 12:15:00,333.815,334.132,333.624,333.985,368673.0,-0.7828,335.3019,38.4094,338.2041,335.3019,332.3998
2023-07-31 12:30:00,333.965,334.067,333.394,333.631,437311.0,-0.9377,335.144,36.5245,338.0491,335.144,332.239
2023-07-31 12:45:00,333.631,334.047,333.494,333.815,411225.0,-1.0795,334.9619,38.1842,337.7167,334.9619,332.2071
2023-07-31 13:00:00,333.815,333.997,333.574,333.741,539088.0,-1.0223,334.7895,37.7662,337.3928,334.7895,332.1863
2023-07-31 13:15:00,333.741,333.837,333.155,333.396,526661.0,-1.0809,334.6074,35.8405,337.0611,334.6074,332.1537
2023-07-31 13:30:00,333.376,333.967,333.284,333.726,558646.0,-1.0443,334.4313,38.9736,336.5894,334.4313,332.2732
2023-07-31 13:45:00,333.726,333.767,333.414,333.631,411253.0,-1.052,334.2539,38.4052,336.029,334.2539,332.4789
2023-07-31 14:00:00,333.644,333.907,333.245,333.776,504179.0,-0.8301,334.1142,39.8153,335.5445,334.1142,332.684
2023-07-31 14:15:00,333.775,333.897,333.484,333.776,353960.0,-0.6947,333.9975,39.8153,335.1005,333.9975,332.8945
2023-07-31 14:30:00,333.746,334.596,333.624,334.514,620217.0,-0.3479,333.9391,46.6966,334.7691,333.9391,333.1091
2023-07-31 14:45:00,334.524,335.095,334.462,334.833,579790.0,0.3482,333.9972,49.3325,334.9032,333.9972,333.0912
